,tag,src,tgt,pred
85,317,<RX_4>CC1(C(C)(C)N2CCCS2(=O)=O)CO1,CC(=O)C(C)(C)N1CCCS1(=O)=O.C[S+](C)(C)=O,CC(C)C(C)(C)C(=O)CCCNS(=O)(=O)CCCCl
86,319,<RX_6>CC1(C)CCC(C)(C)c2c(OCc3cccc4ccccc34)cc([Se]C#Cc3ccc(C(=O)O)cc3)cc21,COC(=O)c1ccc(C#C[Se]c2cc(OCc3cccc4ccccc34)c3c(c2)C(C)(C)CCC3(C)C)cc1,
87,324,<RX_1>O=C(O)c1cc2ccccc2cc1Nc1ccccc1,Nc1ccccc1.O=C(O)c1cc2ccccc2cc1O,Nc1ccccc1.O=C(O)c1cc2ccccc2cc1Cl
88,325,<RX_6>CC(O)(c1ccc(N2CCN(S(=O)(=O)c3cccs3)C[C@@H]2CN2C3COCC2C(O)C3)cc1)C(F)(F)F,CC(O)(c1ccc(N2CCN(S(=O)(=O)c3cccs3)C[C@@H]2CN2C3COCC2C(OCc2ccccc2)C3)cc1)C(F)(F)F,
89,328,<RX_1>COC(=O)Cc1ccc([N+](=O)[O-])c(N(C)C)c1,CNC.COC(=O)Cc1ccc([N+](=O)[O-])c(Br)c1,CNC.COC(=O)Cc1ccc([N+](=O)[O-])c(Cl)c1
90,329,<RX_2>O=C(N[C@H]1CC[C@H]2CN(Cc3ccccc3)C[C@@H]12)C(C1CCCCC1)C1CCCCC1,NC1CC[C@H]2CN(Cc3ccccc3)C[C@@H]12.O=C(O)C(C1CCCCC1)C1CCCCC1,N[C@H]1CC[C@H]2CN(Cc3ccccc3)C[C@@H]12.O=C(O)C(C1CCCCC1)C1CCCCC1
91,330,<RX_2>CC(C)c1cc(Nc2nc(N3C[C@H](O)C[C@H]3C(=O)Nc3ccc(F)nc3)nc3c2CCC3)n[nH]1,COC(=O)[C@@H]1C[C@@H](O)CN1c1nc2c(c(Nc3cc(C(C)C)[nH]n3)n1)CCC2.Nc1ccc(F)nc1,CC(C)c1cc(Nc2nc(N3C[C@H](O)C[C@H]3C(=O)O)nc3c2CCC3)n[nH]1.Nc1ccc(F)nc1
92,331,<RX_7>COC(=O)CCCCCCCCCCCCCCO,COC(=O)CCCCCCCCCCCCCC(=O)OC,COC(=O)CCCCCCCCCCCCCC(=O)O
93,332,<RX_1>CC(C)N(CC#N)C1CCCCC1,CC(C)NC1CCCCC1.N#CCO,CC(C)NC1CCCCC1.N#CCBr
94,337,<RX_1>Cn1c(=O)c2cccc(N)c2c(=O)c2ccccc21,CI.Nc1cccc2c(=O)[nH]c3ccccc3c(=O)c12,
95,339,<RX_1>Cn1nnnc1SCCl,ClCBr.Cn1nnnc1S,ClCCl.Cn1nnnc1S
96,341,<RX_1>CC(Oc1ccccc1)C(=O)N1CCN(c2nc(N)nc3ccc(-c4ccc(F)cc4)nc23)CC1,CC(Cl)C(=O)N1CCN(c2nc(N)nc3ccc(-c4ccc(F)cc4)nc23)CC1.Oc1ccccc1,CC(Oc1ccccc1)C(=O)N1CCNCC1.Nc1nc(Cl)c2nc(-c3ccc(F)cc3)ccc2n1
97,348,<RX_1>O=C1N(Cc2cccc(N=C(c3ccccc3)c3ccccc3)n2)c2ccccc2C12COc1cc3c(cc12)OCCO3,N=C(c1ccccc1)c1ccccc1.O=C1N(Cc2cccc(Cl)n2)c2ccccc2C12COc1cc3c(cc12)OCCO3,Nc1cccc(CN2C(=O)C3(COc4cc5c(cc43)OCCO5)c3ccccc32)n1.O=C(c1ccccc1)c1ccccc1
98,350,<RX_6>O=C(O)C(F)(F)F,CCC1CN(C(Cc2ccc3ccccc3c2)C(=O)NC)CCN1C(=O)C(Cc1ccc(F)cc1)NC(=O)C1CN(C(=O)OC(C)(C)C)C1,CCCCCCCCCCCCCCCCCCCCCNC(=O)OC(C)(C)C
99,353,<RX_1>CCN1c2ncc(Br)cc2C(=O)N(C)c2ccc(F)nc21,CCN1c2nc(F)ccc2NC(=O)c2cc(Br)cnc21.CI,CCI.CN1C(=O)c2cc(Br)cnc2Nc2ccc(F)nc21
100,354,<RX_1>Nc1nnc(N2CCCC3CCCCC32)c(-c2ccccc2)n1,C1CCC2NCCCC2C1.Nc1nnc(Br)c(-c2ccccc2)n1,Nc1nnc(Cl)c(-c2ccccc2)n1.Nc1nnc(N2CCCC2)c(-c2ccccc2)n1
101,355,<RX_1>CCC[C@H]1O[C@@H]1C(=O)OC,CCC[C@@H](O)[C@@H](Cl)C(=O)OC,CCC[C@H]1O[C@@H]1C(=O)O.CI
102,370,<RX_3>COc1ccc(C=O)c(-c2ccc(O[Si](C)(C)C(C)(C)C)cc2)c1O,CC(C)(C)[Si](C)(C)Oc1ccc(B2OB(c3ccc(O[Si](C)(C)C(C)(C)C)cc3)OB(c3ccc(O[Si](C)(C)C(C)(C)C)cc3)O2)cc1.COc1ccc(C=O)c(Br)c1O.Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,CC(C)(C)[Si](C)(C)Oc1ccc(B(O)O)cc1.COc1ccc(C=O)c(Br)c1O
103,381,<RX_6>CC(C)(C)OC(=O)CN1C(=O)C(N)CCC(=O)N1Cc1ccccc1,CC(C)(C)OC(=O)CN1C(=O)C(N2C(=O)c3ccccc3C2=O)CCC(=O)N1Cc1ccccc1,CC(C)(C)OC(=O)CN1C(=O)CCC(NC(=O)OCc2ccccc2)C1=O
104,384,<RX_3>CC(C)CC1=CCCC1O,CC(C)C[Mg+].OC1CCC=C1Br,CC(C)C[Mg+].O=CC1=CCCC1O
105,386,<RX_2>CN1CCCC1CCNC(=O)CCn1cnc2c(=O)[nH]cnc21,CCOC(=O)CCn1cnc2c(=O)[nH]cnc21.CN1CCCC1CCN,CN1CCCC1CCN.O=C(O)CCn1cnc2c(=O)[nH]cnc21
106,393,<RX_1>COC(=O)c1cc(SC)c2nc(Cl)nc(N3CCOCC3)c2n1,COC(=O)c1cc(Cl)c2nc(Cl)nc(N3CCOCC3)c2n1.C[S-],C1COCCN1.COC(=O)c1cc(SC)c2nc(Cl)nc(Cl)c2n1
107,397,<RX_3>C=CC1(c2cncc(-c3ccc4c(c3)CCc3nncn3-4)c2)CC1,Brc1ccc2c(c1)CCc1nncn1-2.C=CC1(c2cncc(B(O)O)c2)CC1,
108,404,<RX_2>O=C(O)CCCCCCCCCCCCCCCCCN1C(=O)C=CC1=O,O=C(O)/C=C\C(=O)NCCCCCCCCCCCCCCCCCC(=O)O,O=C(O)C=CC(=O)NCCCCCCCCCCCCCCCCCCCCC(=O)O
109,406,<RX_2>CN(Cc1ccccc1)C(=O)C(=O)c1c[nH]c2ccccc12,CNCc1ccccc1.O=C(Cl)C(=O)c1c[nH]c2ccccc12,CNCc1ccccc1.O=C(O)C(=O)c1c[nH]c2ccccc12
110,410,<RX_9>Cc1c(-c2ccncc2)c(-c2ccc(F)cc2)n2c1SCC2,OCc1c(-c2ccncc2)c(-c2ccc(F)cc2)n2c1SCC2,Cc1c(-c2ccc(F)cc2)c(-c2ccnc(Cl)c2)n2c1SCC2
111,422,<RX_3>CCCCCC1CCC(c2cccc(F)c2F)(C2CCC(=COC)CC2)CC1,CC(C)(C)[O-].CCCCCC1CCC(c2cccc(F)c2F)(C2CCC(=O)CC2)CC1,
112,423,<RX_1>CC(C)(C)OC(=O)c1ccc(CBr)cc1,CC(C)(C)OC(=O)CCCI.O=C(O)c1ccc(CBr)cc1,C=C(C)C.O=C(O)c1ccc(CBr)cc1
113,433,<RX_6>CC(C)O,CCCSc1nc(O)c(NC(C)=O)c(O)n1,
114,434,<RX_3>c1ccc2c(-c3c4ccccc4c(-c4ccc5ccc(-c6ccc7c8ccccc8c8ccccc8c7c6)cc5c4)c4ccccc34)cccc2c1,O=S(=O)(Oc1ccc2ccc(-c3c4ccccc4c(-c4cccc5ccccc45)c4ccccc34)cc2c1)C(F)(F)F.OB(O)c1ccc2c3ccccc3c3ccccc3c2c1,Brc1c2ccccc2c(-c2ccc3cc(-c4ccc5ccccc5c4)ccc3c2)c2ccccc12.OB(O)c1cccc2ccccc12
115,435,<RX_6>O=C(O)Cn1c(=O)n(C2CCN([C@@H]3Cc4cccc5cccc3c45)CC2)c2ccccc21,CCOC(=O)Cn1c(=O)n(C2CCN([C@@H]3Cc4cccc5cccc3c45)CC2)c2ccccc21,
116,441,<RX_6>COc1ccc(C(=O)N2C(=O)Cc3cccc(CC(=O)O)c32)cc1,COc1ccc(C(=O)N2C(=O)Cc3cccc(CC(=O)OCc4ccccc4)c32)cc1,COC(=O)Cc1cccc2c1N(C(=O)c1ccc(OC)cc1)C(=O)C2
117,448,<RX_7>COc1ccc2c(CO)nc(Nc3cc(C)[nH]n3)cc2c1,COc1ccc2c(C(=O)OC(C)C)nc(Nc3cc(C)[nH]n3)cc2c1,CCOC(=O)c1nc(Nc2cc(C)[nH]n2)cc2cc(OC)ccc12
118,453,<RX_6>CN1c2ccccc2C(c2ccccc2)=NCC1C[C@](C)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)O,COC(=O)[C@](C)(CC1CN=C(c2ccccc2)c2ccccc2N1C)NC(=O)OC1C2CC3CC(C2)CC1C3,
119,455,<RX_7>COc1ccc(NS(=O)(=O)C(F)(F)F)cc1C[C@H]1[C@@H](O)c2cc(OCc3nc4cc(F)c(F)cc4s3)ccc2OC1(C)C,COc1ccc(NS(=O)(=O)C(F)(F)F)cc1CC1C(=O)c2cc(OCc3nc4cc(F)c(F)cc4s3)ccc2OC1(C)C,
120,457,<RX_2>CNC(=O)c1cc(Oc2ccc3c(C(=O)Nc4cccc(C(F)(F)F)c4)cccc3c2)ccn1,CCCCOC(=O)c1cc(Oc2ccc3c(C(=O)Nc4cccc(C(F)(F)F)c4)cccc3c2)ccn1.CN,CN.O=C(O)c1cc(Oc2ccc3c(C(=O)Nc4cccc(C(F)(F)F)c4)cccc3c2)ccn1
121,461,<RX_1>Brc1cc2[nH]ncc2cc1OCc1ccccc1,OCc1ccccc1.Oc1cc2cn[nH]c2cc1Br,BrCc1ccccc1.Oc1cc2cn[nH]c2cc1Br
122,466,<RX_3>O=C(O)c1ccc(-c2cc(OCc3ccccc3)cc(OCc3ccccc3)c2)cc1,O=C(O)c1ccc(Br)cc1.OB(O)c1cc(OCc2ccccc2)cc(OCc2ccccc2)c1,O=C(O)c1ccc(B(O)O)cc1.O=C(O)c1ccc(Br)cc1OCc1ccccc1
123,467,<RX_1>CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@@]1(C)OCc1ccccc1,BrCc1ccccc1.CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@@]1(C)O,CI.C[C@]1(OCc2ccccc2)[C@@H](OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H]1OCc1ccccc1
124,469,<RX_4>Clc1ccc(C2(COC3CCCCO3)CO2)cc1,C[S+](C)(C)=O.O=C(COC1CCCCO1)c1ccc(Cl)cc1,CS(C)=O.O=C(COC1CCCCO1)c1ccc(Cl)cc1
125,470,<RX_7>COc1cccc(CO)c1,COc1cccc(C(=O)O)c1,COc1cccc(C=O)c1
126,472,<RX_1>CCOCCn1c(N2CCCN(CCC3(Cc4ccc(F)cc4)CCN(Cc4cc(OC)c(OC)c(OC)c4)C3=O)CC2)nc2ccccc21,CCOCCn1c(N2CCCNCC2)nc2ccccc21.COc1cc(CN2CCC(CCOS(C)(=O)=O)(Cc3ccc(F)cc3)C2=O)cc(OC)c1OC,CCOCCn1c(N2CCCNCC2)nc2ccccc21.COc1cc(CN2CCC(CCO)(Cc3ccc(F)cc3)C2=O)cc(OC)c1OC
127,474,<RX_7>COc1ccc2c(c1Cl)CC(Cc1ccc(SC(F)(F)F)cc1)C2=O,COc1ccc2c(c1Cl)C/C(=C\c1ccc(SC(F)(F)F)cc1)C2=O,COc1ccc2c(c1Cl)CC(C(=O)c1ccc(SC(F)(F)F)cc1)C2=O
128,477,<RX_1>CC(C)(C)OC(=O)N1Cc2ncnc(Nc3cnc4ccccc4c3)c2C1,Brc1cnc2ccccc2c1.CC(C)(C)OC(=O)N1Cc2ncnc(N)c2C1,CC(C)(C)OC(=O)N1Cc2ncnc(Cl)c2C1.Nc1cnc2ccccc2c1
129,480,<RX_6>CO[C@@H]1Cc2ccccc2[C@H]1N,CO[C@@H]1Cc2ccccc2[C@H]1N1C(=O)c2ccccc2C1=O,COC1Cc2ccccc2[C@H]1NC(=O)OC(C)(C)C
130,485,<RX_4>CC(C)(C)OC(=O)N1CCC2(c3ccc(Cl)cc3)OC2(C)C1,CC1=C(c2ccc(Cl)cc2)CCN(C(=O)OC(C)(C)C)C1.O=S([O-])[O-],CC1CN(C(=O)OC(C)(C)C)CCC1=O.C[SH](C)C(=O)c1ccc(Cl)cc1
131,486,<RX_4>O=C(O)CCc1c(-c2ccccc2)[nH]c2ccc(F)cc12,NNc1ccc(F)cc1.O=C(O)CCCC(=O)c1ccccc1,Nc1ccc(F)cc1.O=C(O)CCC(=O)c1ccccc1
132,492,<RX_6>O=S(=O)(Nc1nccs1)c1ccc2c(c1)CNCC2,O=C(N1CCc2ccc(S(=O)(=O)Nc3nccs3)cc2C1)C(F)(F)F,CC(C)(C)OC(=O)N1CCc2ccc(S(=O)(=O)Nc3nccs3)cc2C1
133,495,<RX_6>OC[C@@H]1CNCC[C@H]1N1CCc2ccccc21,CC(=O)N1CC[C@@H](N2CCc3ccccc32)[C@H](CO)C1,CC(C)(C)OC(=O)N1CC[C@@H](N2CCc3ccccc32)[C@H](CO)C1
134,496,<RX_2>CS(=O)(=O)NC(=O)Cc1csc2cc(OCc3ccc(Cl)cc3Cl)ccc12,CS(=O)(=O)Cl.NC(=O)Cc1csc2cc(OCc3ccc(Cl)cc3Cl)ccc12,CS(N)(=O)=O.O=C(O)Cc1csc2cc(OCc3ccc(Cl)cc3Cl)ccc12
135,497,<RX_2>O=C(O)C(=O)O,CC(C)n1nc(C(=O)NCCN2CCC(N)CC2)c2ccccc21.O=C(Cl)c1ccccc1,
136,500,<RX_1>O[C@@H]1CN(c2cc(Cc3ccccc3)c(Br)cn2)C[C@H]1O,O=S(=O)(Oc1cc(Cc2ccccc2)c(Br)cn1)C(F)(F)F.O[C@@H]1CNC[C@H]1O,Clc1cc(Cc2ccccc2)c(Br)cn1.O[C@@H]1CNC[C@H]1O
137,503,<RX_6>CCC(=C(c1ccc(OC(C)=O)cc1)c1ccc(OC(C)=O)cc1)c1ccc(/C=C/C(=O)O)cc1,CCC(=C(c1ccc(OC(C)=O)cc1)c1ccc(OC(C)=O)cc1)c1ccc(/C=C/C(=O)OC(C)(C)C)cc1,CCOC(=O)/C=C/c1ccc(C(CC)=C(c2ccc(OC(C)=O)cc2)c2ccc(OC(C)=O)cc2)cc1
138,514,<RX_9>COc1ccc(/C=C\Br)cc1O,COc1ccc(C=C(Br)Br)cc1O,
139,515,<RX_7>C=CC(C)(O)CCC(C)CC,C#CC(C)(O)CCC(C)CC,C=CC(C)(O)CCC(C)CC
140,518,<RX_8>COc1cc(OC)c2c(=O)[nH]c(-c3ccc(OCCNC(C)C)c(-c4ccc(S(C)=O)cc4)n3)nc2c1,COc1cc(OC)c2c(=O)[nH]c(-c3ccc(OCCNC(C)C)c(-c4ccc(SC)cc4)n3)nc2c1.O=S([O-])OO,COc1cc(OC)c2c(=O)[nH]c(-c3ccc(OCCNC(C)C)c(-c4ccc(SC)cc4)n3)nc2c1.O=C([O-])O
141,520,<RX_3>Cc1cccc(C2(C#N)CC=CC2)c1,C=CCC(C#N)(CC=C)c1cccc(C)c1,Cc1cccc([Mg+])c1.N#CC1(Br)CC=CC1
142,522,<RX_3>CC(=O)C1(c2cnc(C)nc2)CCOCC1,CON(C)C(=O)C1(c2cnc(C)nc2)CCOCC1,CC(=O)C1(c2cnc(C)nc2)CCOCC1.C[Mg+]
143,528,<RX_3>CCC1CCCC(c2nc(SC)ns2)C1,CCC1CCCC(I)C1.CSc1nsc(Cl)n1,CC[Mg+].CSc1nsc(C2CCCC(Br)C2)n1
144,532,<RX_7>O=C(O)CCCc1ccc(C2CCCCC2)cc1,O=C(O)CCC(=O)c1ccc(C2CCCCC2)cc1,O=C(O)C=Cc1ccc(C2CCCCC2)cc1
145,536,<RX_6>CCOP(=O)(CCO)OCC,CCOP(=O)(CCOC(C)=O)OCC,CCOP(=O)(CCOCc1ccccc1)OCC
146,541,<RX_1>COc1cc2ncc(NC3CCCCC3)nc2cc1N1CCOCC1,C1COCCN1.COc1cc2ncc(NC3CCCCC3)nc2cc1Br,COc1cc2ncc(Cl)nc2cc1N1CCOCC1.NC1CCCCC1
147,552,<RX_1>CCOC(=O)[C@@H](CCCC1CCN(C(=O)OCc2ccccc2)CC1)N[C@H]1COc2ccccc2N(CC(=O)OCc2ccccc2)C1=O,CCOC(=O)C(=O)CCCC1CCN(C(=O)OCc2ccccc2)CC1.N[C@H]1COc2ccccc2N(CC(=O)OCc2ccccc2)C1=O,CCOC(=O)[C@@H](N)CCCC1CCN(C(=O)OCc2ccccc2)CC1.O=C(CBr)OCc1ccccc1
148,555,<RX_6>O=C(Cn1nc(C(F)(F)F)c2c1CCCC2)Nc1sc2c(c1C(=O)O)CCCC2,CC(C)(C)OC(=O)c1c(NC(=O)Cn2nc(C(F)(F)F)c3c2CCCC3)sc2c1CCCC2,CCOC(=O)c1c(NC(=O)Cn2nc(C(F)(F)F)c3c2CCCC3)sc2c1CCCC2
149,556,<RX_1>CCOC(=O)c1sc(Cc2ccccc2)nc1OCCCc1cc(OC(C)C)nn1Cc1ccc(Cl)cc1Cl,CC(C)Oc1cc(CCCO)n(Cc2ccc(Cl)cc2Cl)n1.CCOC(=O)c1sc(Cc2ccccc2)nc1O,CC(C)Oc1cc(CCCO)n(Cc2ccccc2)n1.CCOC(=O)c1sc(Cc2ccccc2)nc1O
150,566,<RX_3>CC(=O)c1ccccc1-c1ccc(C)cc1,CC(=O)c1ccccc1Br.Cc1ccc([Sn](C)(C)C)cc1,CC(=O)c1ccccc1Br.Cc1ccc(B(O)O)cc1
151,567,<RX_3>COc1cccc(C(=O)c2cn(-c3cccc(-c4ccccc4OC(F)(F)F)c3)cn2)c1,CON(C)C(=O)c1cn(-c2cccc(-c3ccccc3OC(F)(F)F)c2)cn1.COc1cccc(Br)c1,COc1cccc(C(=O)c2cn(-c3cccc(Br)c3)cn2)c1.OB(O)c1ccccc1OC(F)(F)F
152,576,<RX_3>CCOC(=O)C(CN1CCCCC1)(NC(C)=O)C(=O)OCC,C1CCNCC1.C=O.CCOC(=O)C(NC(C)=O)C(=O)OCC,C1CCNCC1.CCOC(=O)C(=O)C(=O)NC(C)=O.CCOC(C)=O
153,593,<RX_3>COc1cc2c(cn1)c(C(=O)N1CCN(C(=O)OC(C)(C)C)CC1)c(Cc1cccc(F)c1C)n2-c1ccccc1,COc1cc2c(cn1)c(C(=O)N1CCN(C(=O)OC(C)(C)C)CC1)c(Cl)n2-c1ccccc1.Cc1c(F)cccc1CBr,COc1cc2c(cn1)c(C(=O)N1CCN(C(=O)OC(C)(C)C)CC1)c(Br)n2-c1ccccc1.Cc1c(F)cccc1CB(O)O
154,594,<RX_1>COC(=O)c1cc(Oc2ccc(-c3nnc(C)o3)cc2)cc(OC2CCN(C)C2=O)c1,COC(=O)c1cc(O)cc(OC2CCN(C)C2=O)c1.Cc1nnc(-c2ccc(I)cc2)o1,CN1CCC(O)C1=O.COC(=O)c1cc(O)cc(Oc2ccc(-c3nnc(C)o3)cc2)c1
155,598,<RX_1>O=[N+]([O-])c1ccc(N2CCC(N3CCCC3)C2)cc1,C1CCNC1.CS(=O)(=O)OC1CCN(c2ccc([N+](=O)[O-])cc2)C1,C1CCNC1.O=[N+]([O-])c1ccc(F)cc1
156,600,<RX_7>O=C(N1CCC(c2cnc(-c3ccc4c(c3)CC3CCC(C4)C34CN(CC(F)(F)F)S(=O)(=O)N4)s2)CC1)C(F)(F)F,O=C(N1CC=C(c2cnc(-c3ccc4c(c3)CC3CCC(C4)C34CN(CC(F)(F)F)S(=O)(=O)N4)s2)CC1)C(F)(F)F,O=C(N1CC=C(c2cnc(-c3ccc4c(c3)CC3CCC(C4)C3)s2)CC1)C(F)(F)F.O=S1(=O)CC2(CN(CC(F)(F)F)S(=O)(=O)N2)N1
157,605,<RX_6>CC1=CCC(C)(C)c2cc(C#Cc3ccc(C(=O)O)cc3)ccc21,CC1(C)CC=C(c2ccccc2)c2ccc(C#Cc3ccc(C(=O)O)cc3)cc21,COC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CC=C3C)cc1
158,607,<RX_1>C=CCOC(=O)N1COC(=O)[C@]12C1[C@@H](C(=O)O[C@H]3OC(=O)c4ccccc43)[C@@H]1C[C@@H]2F,C=CCOC(=O)N1COC(=O)[C@@]12[C@@H](F)C[C@H]1[C@H](C(=O)O)[C@H]12.O=C1OC(Br)c2ccccc21,
159,610,<RX_2>CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OCCOCCOCCOCCOCCOCCOCCNC(=O)C[C@@H]3N=C(c4ccc(Cl)cc4)c4cc(OC)ccc4-n4c(C)nnc43)ccc2-n2c(C)nnc21,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OCCOCCOCCOCCOCCOCCOCCN)ccc2-n2c(C)nnc21.COc1ccc2c(c1)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)O)c1nnc(C)n1-2,CCN.CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OCCOCCOCCOCCOCCOCCOCCO)ccc2-n2c(C)nnc2[C@@H](CC(=O)O)N=C(c2ccc(Cl)cc2)c2cc(OC)ccc21
160,613,<RX_1>NC(=O)c1c(Cl)ccc(Nc2c(Nc3ccccc3)c(=O)c2=O)c1O,NC(=O)c1c(Cl)ccc(Nc2c(Cl)c(=O)c2=O)c1O.Nc1ccccc1,NC(=O)c1c(Cl)ccc(N)c1O.O=c1c(Cl)c(Nc2ccccc2)c1=O
161,617,<RX_3>O=Cc1c(F)ccc(C2CC2)c1F,O=Cc1c(F)ccc(Br)c1F.OB(O)C1CC1,CN(C)C=O.Fc1ccc(C2CC2)c(F)c1
162,621,<RX_3>C[C@H](Oc1ccc(S(C)(=O)=O)cc1C(=O)N1Cc2ccc(-c3cccc(C(F)(F)F)c3)nc2C1)C(F)(F)F,CCCC[Sn](CCCC)(CCCC)c1cccc(C(F)(F)F)c1.C[C@H](Oc1ccc(S(C)(=O)=O)cc1C(=O)N1Cc2ccc(Cl)nc2C1)C(F)(F)F,C[C@H](Oc1ccc(S(C)(=O)=O)cc1C(=O)N1Cc2ccc(Br)nc2C1)C(F)(F)F.OB(O)c1cccc(C(F)(F)F)c1
163,626,<RX_3>Fc1ccc(-c2ccc(COC3CCCCO3)cn2)cc1,Clc1ccc(COC2CCCCO2)cn1.Fc1ccc(Br)cc1,Brc1ccc(COC2CCCCO2)cn1.OB(O)c1ccc(F)cc1
164,628,<RX_6>CCNC(=O)N1CC2CC(CN(CC(N)COc3ccc(C#N)cc3)C2)C1,CCNC(=O)N1CC2CC(CN(CC(COc3ccc(C#N)cc3)NC(=O)OC(C)(C)C)C2)C1,
165,632,<RX_1>CC(Oc1cc(-c2ccc(N3CCC(N4CCCC4)CC3)nc2)cnc1N)c1c(Cl)ccc(F)c1Cl,C1CCN(C2CCNCC2)C1.CC(Oc1cc(-c2ccc(Br)nc2)cnc1N)c1c(Cl)ccc(F)c1Cl,C1CCNC1.CC(Oc1cc(-c2ccc(Cl)nc2)cnc1N)c1c(Cl)ccc(F)c1Cl
166,638,<RX_3>CC(=O)Nc1ccccc1-c1ccc2c(c1)Oc1ccccc1N2C1CCN(C(=O)OC(C)(C)C)CC1,CC(=O)Nc1ccccc1B1OC(C)(C)C(C)(C)O1.CC(C)(C)OC(=O)N1CCC(N2c3ccccc3Oc3cc(Cl)ccc32)CC1,CC(=O)Nc1ccccc1B(O)O.CC(C)(C)OC(=O)N1CCC(N2c3ccccc3Oc3cc(Br)ccc32)CC1
167,640,<RX_7>C[C@@H](O)c1nccc(N2CCC3(CC2)CC(=O)c2cc(Cl)ccc2O3)n1,CCCC(=O)O[C@H](C)c1nccc(N2CCC3(CC2)CC(=O)c2cc(Cl)ccc2O3)n1,CC(=O)c1nccc(N2CCC3(CC2)CC(=O)c2cc(Cl)ccc2O3)n1
168,642,<RX_1>C[C@@H]1CN(C)CCN1c1nc(Cl)nc(N(C(=O)OC(C)(C)C)N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)c1F,CC(C)(C)OC(=O)N(C(=O)OC(C)(C)C)N(C(=O)OC(C)(C)C)c1nc(Cl)nc(Cl)c1F.C[C@@H]1CN(C)CCN1,C=O.C[C@@H]1CNCCN1c1nc(Cl)nc(N(C(=O)OC(C)(C)C)N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)c1F
169,645,<RX_7>CCCCC(=O)O,CCCCC(=O)OC(=O)CCCC,CCCCC(=O)NC(=O)c1ccccc1
170,666,<RX_1>COC(=O)[C@@H]1[C@H](NCc2cc(OC(F)(F)F)ccc2OC)[C@H](c2ccccc2)N(C(=O)OCc2ccccc2)[C@@H]1C,COC(=O)[C@H]1[C@H](N)[C@H](c2ccccc2)N(C(=O)OCc2ccccc2)[C@@H]1C.COc1ccc(OC(F)(F)F)cc1C=O,COC(=O)[C@@H]1[C@H](N)[C@H](c2ccccc2)N1C(=O)OCc1ccccc1.COc1ccc(OC(F)(F)F)cc1C=O
171,675,<RX_4>O=Cc1ccc(-c2nnn[nH]2)cc1,C[Si](C)(C)N=[N+]=[N-].N#Cc1ccc(C=O)cc1,N#Cc1ccc(C=O)cc1.[N-]=[N+]=[N-]
172,678,<RX_3>C=Cc1ccc2ccc(OC)cc2c1,C=C[Sn](CCCC)(CCCC)CCCC.COc1ccc2ccc(OS(=O)(=O)C(F)(F)F)cc2c1,CC(C)(C)[O-].COc1ccc2ccc(C=O)cc2c1
173,685,<RX_3>CN1CCC(c2cccc3ccc(-c4cncnc4)cc23)CC1,CN1CCC(c2cccc3ccc(OS(=O)(=O)C(F)(F)F)cc23)CC1.C[Sn](C)(C)c1cncnc1,CN1CCC(c2cccc3ccc(Br)cc23)CC1.OB(O)c1cncnc1
174,686,<RX_1>CSc1ccc(N)nc1,C[S-].Nc1ccc(I)cn1,C[S-].Nc1ccc(Br)cn1
175,708,<RX_4>Cc1csc(-c2cc3cccc(NS(=O)(=O)c4cccs4)c3[nH]2)n1,CC(=O)CBr.NC(=S)c1cc2cccc(NS(=O)(=O)c3cccs3)c2[nH]1,CC(=O)CBr.Cc1csc(C(N)CC(=O)c2cccc(NS(=O)(=O)c3cccs3)c2N)n1
176,709,<RX_1>CNCCc1ccc([N+](=O)[O-])cc1,NCCc1ccc([N+](=O)[O-])cc1.O=C(OC(=O)C(F)(F)F)C(F)(F)F,CN.O=CCc1ccc([N+](=O)[O-])cc1
177,720,<RX_3>Cc1ccc2c(-c3cccc(F)c3)ccnc2c1,C[Mg+].Fc1cccc(-c2ccnc3cc(Cl)ccc23)c1,Cc1ccc2c(Cl)ccnc2c1.OB(O)c1cccc(F)c1
178,727,<RX_6>O=C(O)/C=C\C(=O)O,CC(C)(C)OC(=O)N1CCN(CC(c2cccc(-c3ccccc3F)c2)C2(O)CCCCC2)CC1,
179,728,<RX_7>CCCCCCCCCOc1cc(CO)cc(OCCCCCCCCC)c1,CCCCCCCCCOc1cc(OCCCCCCCCC)cc(C(=O)OC)c1,CCCCCCCCCCCOc1cc(OCCCCCCCCC)cc(C(=O)OC)c1
